Sep 17 18:11:30.964 VTTY: Console port: waiting connection on tcp port 2002 (FD 27)
Sep 17 18:11:31.209 C3600_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x602c3f34,JIT on)
Sep 17 18:11:31.209 CPU0: CPU_STATE: Starting CPU (old state=2)...
Sep 17 18:11:31.385 ROM: Microcode has started.
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
Sep 17 18:11:37.110 CPU0: IO_FPGA: write to unknown addr 0x30006, value=0x0, pc=0x606fd29c (size=1)
